IDText,Text,predicted_label
TXT0345,tim anies luruskan soal rp 700 t dahnil kebohongan itu sudah menyebar dahnil mengatakan anggaran rp 700 triliun kementerian pertahanan bukan untuk pembelian alutsista bekas ia menuding anies menyampaikan pernyataan soal rp 700 t untuk alutsista bekas demi menjatuhkan prabowo subianto statement anies tersebut kebohongan yang sangat bengis dan jahat sengaja mau menebar hoaks hanya untuk sekadar menjatuhkan pak prabowo tidak ada anggaran kemhan sebesar rp 700 triliun hanya untuk alutsista bekas seperti omonomon alias omongomong bohong anies tersebut katanya ia menjelaskan anggaran kemhan pada 2023 sekitar rp 131 triliun adapun pendanaan itu digunakan untuk kesejahteraan prajurit rumah dinas pendidikan hingga fasilitas kesehatan untuk tentara anggaran kemhan tahun 2023 saja sekitar rp 131 triliunan digunakan untuk kesejahteraan prajurit rumah dinas pendidikan rumah sakit tentara dan lainlain rp 30 triliunannya digunakan untuk belanja alutsista kata dahnil ia menyebut anggaran kemenhan mulai 2020 hingga 2024 sebesar rp 680 triliun ia menekankan penggunaan untuk alutsista berkisar di angka 1517 persen dari rp 680 t nah kalau sepanjang 2020 sampai 2024 maka anggaran kemhan itu sebesar rp 680an triliun dan itu digunakan untuk belanja prajurit rumah kesejahteraan pemeliharaan alutsista dan lainlain ucap dahnil selengkapnya klik re ketumprodemnew,Pertahanan dan Keamanan
TXT0346,timnas amin ungkap sudah 7 kali acara anies tibatiba tak bisa dilaksanakan re oposisicerdas,Politik
TXT0347,ganjarmahfud punya kebijakan kesejahteraan yang top abis pohongkriuk   coblos3,Politik
TXT0348,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata  bandung bandungãâ ganjar mahfud hebat coblos3 3gm  debatcapres,Politik
TXT0349,ganjarmahfud pemimpin yang tulus memberikan perhatian khusus pada pembangunan ekonomi daerah untuk meningkatkan kesejahteraan seluruh indonesia aleasyaa   coblos3,Ekonomi
TXT0350,imo debat capres ke3 ini pak ganjarpranowo unggul dalam penguasaan materi dan data pak aniesbaswedan unggul dalam strategi debat yg berhasil membuat lawan terutama prabowo patah sejak awal pembukaan ia sibuk mengontrol emosi pak prabowo cendrung defensif bahkan untuk membantah serangan yg salah alamat ke dirinya pun dia gak lakukan perlawanan argumen berdarkan aturan yg ada contoh serangan yg dimaksud 1 pak anies menyinggung ruang cyber kita yg gak aman sehingga kemhan sempat jebol keamanan cybernya hal ini jadi catatan ironi bagi kemhan padahal tugas fungsi dan wewenang terkait keamanan cyber bukan ranah kemhan tapi oleh bssn yang dinaungi kemnko polhukam dan koordinasinya langsung ke presiden 2 anies menyoroti adanya ketimpangan yg mana kesejahteraan prajurit tni dari gaji tunjangan rumah menurutnya kurang diperhatikan sementara prabowo sebagai kemhan tanahnya puluhan ribu hektar tanggung jawab atas kesejahteraan prajurit ialah ranah dari panglima tni sebagai pihak mengajukan kenaikan tersebut panglima tni koordinasi kemenkeu kemenhan dibawa ke rapat dprri lalu disetujui presiden pak ganjar sangat menguasai materi argumentasi dan pilihan diksi dari ganjar juga biasa gak sepedas pak anies tapi pertanyaan yg ganjar ajukan memang hal yg urgent contohnya saat ia mencecar prabowo kenapa mef iii di 2023 baru tercapai 65 dari target minimum 74 ganjar tau hal tersebut urgent karena sekarang udah masuk 2024 yg artinya tahun terakhir bagi kemhan mencapai targetnya di mef iii ditambah menhan harus sudah memiliki rancangan pertahanan 10 tahun ke depan agar dilanjutkan oleh siapa pun yg menjabat next menhan re mazzini_gsp,Pertahanan dan Keamanan
TXT0351,dukungan untuk ganjarmahfud adalah dukungan untuk keadilan dan kesejahteraan masyarakat rasya66142734 happy new year   l3bihbaik,Sosial Budaya
TXT0352,sebaiknya prabowo mundurlah tak ada prestasi sehingga terus memuji2 prestasi jokowi yang sebrbernya tidak ada prabowo gagal dari mana2 jendral pecatan food estate gagal kemenhan yg amburadul bahkan diduga ada korupsi jumbo utk biaya kampanye ,Politik
TXT0353,melihat_indo ganjarpranowo mohmahfudmd gaya pemerintahan transparan ganjar membangun kepercayaan dan partisipasi warga,Politik
TXT0354,heboh video minyak goreng berlabel prabowogibran said didu cara berpolitik kampungan re oposisicerdas,Politik
TXT0355,ganjarmahfud akan membawa investasi ke daerahdaerah terpinggirkan  happy new year   l3bihbaik,Ekonomi
TXT0356,anies baswedan ãâÿââãâœâãââãâÿâœâÿ ãâââ ãâââãâââãâââ ãâââãâââ²ãâââãâââãâââãâââ ãââãââãâÿââãâÿââãâÿââ kapasitas kecerdasan integritas terbukti dari rekam jejak nyata yang mungkin tidak di miliki kandidat lain dan terbukti di akui di kancah global gubernur baswedan anda telah berhasil mempengaruhi pbb hanya dalam waktu 2 menit bayangkan apabila anda diberikan waktu 4 menit ini sih keren abiezãâÿââšãâÿââª senggol dong bozz ãââ¼ãââ aminajadulu aniesbubble  re rohta_julian,Politik
TXT0357,tvonenews iseng nyari di google yang dikatakan anies baswedan adalah benar anggaran pertahanan kemenhan dari tahun 20202024 mencapai 692 92 triliun lah terus menyesatkan nya dimana,Pertahanan dan Keamanan
TXT0358,solo terbelah masyarakat di sekitar pasar klewer ternyata pilih aniesmuhaimin re oposisicerdas,Politik
TXT0359,anies baswedan padahal gampang banget kalo mau lepas dari julukan bapak intoleransi atau bapak politik identitas tapi ga mau karena masyarakat yg intoleran itu adalah lumbung suara dia payah re soundofyogi,Politik
TXT0360,ganjar pranowomahfud md capres pilihan kita untuk tingkatkan investasi dan lapangan kerja mierazubir happy new year   l3bihbaik,Politik
TXT0361,pilpres 2014 dan 2019 pemilih jokowi memilih dia antara lain untuk mencegah prabowo berkuasa di pilpres 2024 ini justru jokowi yg mengusung prabowo untuk menjadi penguasa dgn modus ala orde baru melalui sang ipar sbg ketua mk ketentuan uu diubah untuk membuka jalan bagi sang anak mendampingi prabowo tak dinyana demokrasi yg lahir dari reformasi 1998 dgn menyingkirkan penguasa orde baru justru hendak dikembalikan jokowi selama nyaris 10 thn berkuasa jokowi mengingkari janjinya untuk menuntaskan masalah2 ham berat ia justru berkongsi dgn salah satu penanggung jawab pelanggaran ham berat tsb dgn mengangkatnya menjadi menhan sekarang ia justru mengusung pelanggar ham berat itu untuk meneruskan kekuasaaannya re danielht2009,Politik
TXT0362,debat ketiga anies baswedan ãââœserangãââ prabowo subianto dengan jumlah lahan pribadi dan food state re oposisicerdas,Politik
TXT0363,anis kesukaan amerika cs dengan alat demokrasi dan keadilan harga diri bangsa menoton ganjar membenahi sistem dan administrasi dan enak didengar untuk dongeng tidur mahfud hebat    l3bihbaik happy new year,Ideologi
TXT0364,buzzer utama ganjar ini nanti gimana ya kan mereka akan koalisi di putaran ke 2 katanya ãâÿââ re bentangnegeri,Politik
TXT0365,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0366,rekam jejak pak anies dan pak ganjar sebagai gubernur boleh dipertanyakan kalo rekam jejak pak menhan yg masih aktif jabatannya baiknya jangan disenggol rahasia negara gitu kali ye jangan dimarahin ye gue cuma warga biasa re davidnurbianto,Politik
TXT0367,dengan ganjarmahfud kita akan melihat hasil nyata dalam upaya meningkatkan kesejahteraan mereka ayupspita292 happy new year   l3bihbaik,Sosial Budaya
TXT0368,mikerolandy mazzini_gsp ya nggak mungkin nyerang ganjar karena levelnya sama sebagai eks gubernur prabowo dari awal menggaungkan jokowi artinya seperti petahana yang kebijakannya patut dipertanyakan,Politik
TXT0369,keputusan ganjarmahfud untuk meningkatkan anggaran pertahanan menunjukkan keseriusan mereka dalam mewujudkan kemajuan industri pertahanan dalam negeri yumekmistr0ng   coblos3,Pertahanan dan Keamanan
TXT0370,antara si anis omonãâ² amp den wadas krn mereka berdua pernah di sebut dalam kasus korupsi atau malah mereka berdua sekaligus yg akan kena kpk ãâÿââ alhamdulillah kalau pak prabowo bersih dari segala perbuatan yg merugikan negara dan rakyat re 99propaganda,Politik
TXT0371,kemarin repdem ormas underbow pdip sibuk menyebarkan pamflet fitnah keji berupa tuduhan terhadap pendukung prabowogibran padahal korban meninggal justru akibat bentrokan antara simpatisan pdip dgn gpk sebuah ormas underbow partai koalisi mereka sendiri yaitu ppp re partaisocmed,Politik
TXT0372,ed19unawan kl urusan kekuatan militer yep itu rahasia negara none has rights to know but to whom it may concern tp kl soal anggaran militer lo pikir itu dealãâ²an anies menyebut angka 700t harusnya si menhan jabarin dong buat apa aja tu duid rakyat berhak tau debatcapres,Pertahanan dan Keamanan
TXT0373,hajatan demokrasi februari 2024 tempat kita bersuara guys dan bersamasama kita bisa membuat suara kita terdengar dengan memilih capres ganjar pranowo   jnk,Politik
TXT0374,demokrasi berduka satu relawan ganjar tewas dianiaya pendukung prabowo gibran di diy empat relawan ganjar dianiaya oknum tni di boyolali dan yg bikin tambah miris buzzerp 02 membela para penganiaya bahkan bilang hoax jangan diam sappo 2024 harus  doa kita untuk temanteman yg jadi korban dan untuk temanteman yg lain tetap semangat tetap tegar dan terus berjuang mem3nangkan kebenaran re anak__ogi,Pertahanan dan Keamanan
TXT0375,anies bukan siapa2 di hadapan dpr saja anggaran kemenhan tidak dibaha di rapat terbuka karenan menyangkut rahasia negara pertahanan bukan masalah omonomon re aewin86,Pertahanan dan Keamanan
TXT0376,opinijelek partaisocmed satu2nya capres yg memiliki inikasus formula e hanya buatan yg dipaksakann untuk menjatuhkan elektabilitas aniesãâÿââ dan terbukti no korupsimalahan ketua kpk yg tersandung korupsi ãâÿââ kl mau mencerdaskan bangsa jngn  dibayar ãâÿââ re vinoinokenjiro,Politik
TXT0377,prabowo adalah mantan prajurit yg sdh sering mempertaruhkan nyawa dlm peperangan maut bukan lah hal yg menakutkan bagi prabowo namun kali ini wajah prabowo benar terpukul oleh ulah 2 emak yg berghibah hanya utk menilai kinerja kementerian pertahanan prabowo sedih dan kita semua juga sedih karena tdk membayangkan seorang menteri pecatan bisa menilai 11100 kinerja kementerian pertahanan yg masuk kategori kementerian dgn kinerja terbaik dibawah kepemimpinan pak prabowo duo mantan gabener gagal ini benar luar biasa urat malunya  menatap moral capres re belok_dong,Politik
TXT0378,capres no 3 pak ganjar pranowo memberi harapan dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kitajnk  ,Pertahanan dan Keamanan
TXT0379,ganjarmahfud memahami pentingnya dukungan pemerintah bagi pengembangan teknologi tyara_lauw happy new year   l3bihbaik,Sosial Budaya
TXT0380,presiden joko widodo jokowi menegaskan kenaikan gaji bagi prajurit tni dilakukan dengan pertimbangan dan kalkulasi yang matang sesuai kondisi fiskal negara hal itulah yang membuat gaji personel tnipolri tidak naik setiap tahun hal itu disampaikan jokowi menanggapi pernyataan calon presiden capres nomor urut 1 anies rasyid baswedan saat debat capres yang menyoroti kebijakan pemerintah untuk kesejahteraan para prajurit tni di era jokowi justru lebih parah dibanding era sby ya situasi fiskal kita situasi ekonomi kan berbedabeda kita memutuskan menaikan atau tidak menaikan itu semuanya pasti dengan  yang matang kata jokowi usai meresmikan jalan tol  bogor di gerbang tol limo utama kota depok jawa barat senin 812024 jokowi gaji tni republika re ,Ekonomi
TXT0381,ganjarpranowo mohmahfudmd wah pak ganjar dan pak mahfud memang visioner program smk berasrama langsung kerja ini solusi cemerlang buat putus sekolah dan pengentasan kemiskinan ãâÿââ,Sosial Budaya
TXT0382,presiden jokowi bagibagi bansos di banten dengan spanduk pasangan 02 terpampang di sana ada apk di sekitar presiden logis dong jika rakyat disana mengira ini bansos berasal dari pak jokowi bukan dari negara apakah ini menunjukkan presiden sudah tidak punya etika apa presiden sudah tidak malu terlihat nyata2 tidak netral atau ini bermakna presiden sedang panik hingga harus melakukan semua ini untuk membantu pasangan capres prabowo dengan anaknya kenapa presiden bertindak seakan jadi jurkam untuk anaknya inilah yang saya katakan kondisi negara menjelang pemilu sekarang ini sudah tidak normal tindakan presiden sudah berada di luar keadaan normal angka angka survei nampak tidak normal suara buzzer2 di medsos tidak normal aturan bisa dibuat tidak normal keputusan mk tidak normal bagaimana nanti jika saat pemilihan angka2 hasil quick count juga tidak normal sayangnya masih banyak orang berpikir dan menanggapi keadaan pemilu sekarang dengan cara pikiran normal maka nanti jangan kaget dan heran jika proses pemilu dan hasilnya ternyata juga dirasa tidak normal re henrysubiakto,Politik
TXT0383,hebat pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit 35 untuk koprasi dan umkm semangat pelaku bisnis lokal nct wish jnk  ,Ekonomi
TXT0384,prabowo subianto pertanyakan kecerdasan anies baswedan timnas amin apa pak jokowi goblok re oposisicerdas,Politik
TXT0385,panas anies persoalkan komitmen prabowo timbul tenggelam bersama rakyat tapi malah bergabung dengan pemerintah silahkan rakyat menilai re ekowboy2,Politik
TXT0386,anies itu membawa harapan kebaikan utk semua kelompok masyarakat di indonesia yg selama ini berpandangan anti demokrasi saja mengubah pandangannya utk ikut serta menggunakan hak pilihnya utk memilih anies bukti bahwa anies membawa harapan dan potensi kemajuan utk demokrasi dan bangsa ini ãâÿââªãâÿââãâÿââ re reiza_patters,Politik
TXT0387,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0388,wrap up nakes desak anies a thread 1 stunting 1000 hpk dan kesehatan ibu harus menjadi prioritas penciptaan generasi berprestasi dan berdaya saing dimulai bukan saat sudah di sekolah dan diberi makan siang dan susu gratis namun sejak saat ibu sudah merencanakan kehamilan dalam kondisi yang sehat dan siap memberikan asupan tebaik selama 1000 hari pertama kehidupan bagi sang bayi nanti kalau diberikan susu gratis maka yang diuntungkan adalah perusahaan susu dan peningkatan impor nantinya re dosenkesmas,Sosial Budaya
TXT0389,geloraco meski dengan terbatasnya anggaran pa parabowo bisa menorehkan prestasi yg luar biasa coba sebelum pa prabowo ada ga yg seperti ini ga ada kan,Politik
TXT0390,haikal hassan ungkap prabowo pernah gadai tanah untuk anies jadi gubernur jakarta re vivacoid,Politik
TXT0391,duh wan abud omonganmu soal prabowo salah lagi deh and_hongg dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi,Politik
TXT0392,ganjar calon pemimpin yg berfokus pada pembangunan melalui investasi dalam pendidikan aremanita__ debatcapres   coblos36,Politik
TXT0393,pdip tanggapi jokowiprabowo makan malam berdua detikbali   02melanjutkan re azhareakiba,Politik
TXT0394,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0395,bastianbas18_ hnyuntukmu pak ganjar adalah pemimpin yang akan membawa kemakmuran sebagai presiden,Politik
TXT0396,banyaklah banyak alasan buat gak milih paslon ini ketika lawannya udah bukan lagi jokowi aja gw udh gak punya alasan buat milih prabowo ditambah lagi prabowo pasangannya anak jokowi itupun lolosnya ngakalin konstitusi yaudah asalbukan02 itu udah paling tepat re a22gung,Politik
TXT0397,ganjar tanggepi semua ternyata semuanya sepakat harapan baik untuk masyarakat ini janji politik pemilu kali ini jadi bareng bareng buat brantas korupsi mahfud hebat    l3bihbaik happy new year,Politik
TXT0398,masyaallah sungguh hebat kesederhanaan dan sifat rendah hati yang dimiliki almarhum gus dur saya pun setuju dengan yang disampaikan mba yennywahid bahwa ganjarmahfud merupakan pemimpin yang luar biasa dekat dengan rakyat insyaallah menuju indonesia unggul bersama ppp dan ganjarpranowo mahfud kita wujudkan kesejahteraan ekonomi dan indonesia bebas korupsiãâÿââãâÿââ re sandiuno,Ideologi
